log_id,user_id,action,reference_id,timestamp
L02014,U0021,predict_disease,D004,2024-03-29 18:00:00
L02015,U0114,download_report,,2024-01-07 08:00:00
L02016,U0035,logout,,2024-07-28 08:00:00
L02017,U0109,predict_disease,D011,2024-02-08 04:00:00
L02018,U0043,search_disease,D015,2024-01-28 06:00:00
L02019,U0189,rate_medicine,M008,2024-09-02 10:00:00
L02020,U0111,view_profile,,2024-06-26 22:00:00
L02021,U0193,login,,2024-09-29 01:00:00
L02022,U0142,logout,,2024-06-28 20:00:00
L02023,U0068,predict_disease,D006,2024-09-20 05:00:00
L02024,U0032,rate_medicine,M005,2024-12-09 17:00:00
L02025,U0129,view_profile,,2024-06-15 08:00:00
L02026,U0193,download_report,,2024-05-17 01:00:00
L02027,U0110,view_medicine,M022,2024-05-10 09:00:00
L02028,U0074,download_report,,2024-11-29 14:00:00
L02029,U0190,download_report,,2024-03-15 06:00:00
L02030,U0036,search_disease,D002,2024-04-09 04:00:00
L02031,U0074,logout,,2024-10-02 19:00:00
L02032,U0175,logout,,2024-11-13 23:00:00
L02033,U0113,search_disease,D008,2024-07-22 06:00:00
L02034,U0171,view_profile,,2024-05-30 20:00:00
L02035,U0044,predict_disease,D008,2024-01-16 06:00:00
L02036,U0176,login,,2024-03-27 02:00:00
L02037,U0091,logout,,2024-12-31 00:00:00
L02038,U0018,view_medicine,M026,2024-11-06 12:00:00
L02039,U0011,view_profile,,2024-05-10 10:00:00
L02040,U0009,view_profile,,2024-07-16 19:00:00
L02041,U0084,view_profile,,2024-10-06 16:00:00
L02042,U0160,predict_disease,D005,2024-04-27 10:00:00
L02043,U0079,view_profile,,2024-01-07 01:00:00
L02044,U0018,search_disease,D009,2024-07-21 14:00:00
L02045,U0130,logout,,2024-05-26 16:00:00
L02046,U0109,search_disease,D014,2024-06-25 05:00:00
L02047,U0066,rate_medicine,M009,2024-12-09 11:00:00
L02048,U0110,rate_medicine,M009,2024-01-28 17:00:00
L02049,U0137,view_profile,,2024-07-04 22:00:00
L02050,U0155,search_disease,D008,2024-11-13 06:00:00
L02051,U0181,logout,,2024-10-09 03:00:00
L02052,U0176,view_medicine,M021,2024-11-29 23:00:00
L02053,U0062,download_report,,2024-11-25 19:00:00
L02054,U0138,search_disease,D003,2024-08-21 16:00:00
L02055,U0138,rate_medicine,M028,2024-07-16 19:00:00
L02056,U0151,login,,2024-09-27 16:00:00
L02057,U0196,predict_disease,D015,2024-12-19 19:00:00
L02058,U0081,view_medicine,M010,2024-09-03 18:00:00
L02059,U0123,predict_disease,D014,2024-02-23 08:00:00
L02060,U0175,logout,,2024-03-11 08:00:00
L02061,U0060,login,,2024-01-19 02:00:00
L02062,U0182,login,,2024-05-09 05:00:00
L02063,U0053,rate_medicine,M005,2024-10-12 20:00:00
L02064,U0152,view_profile,,2024-08-18 05:00:00
L02065,U0061,view_profile,,2024-10-17 03:00:00
L02066,U0166,predict_disease,D002,2024-12-03 17:00:00
L02067,U0008,logout,,2024-07-19 05:00:00
L02068,U0045,view_profile,,2024-09-21 16:00:00
L02069,U0148,view_medicine,M023,2024-10-12 06:00:00
L02070,U0032,predict_disease,D003,2024-01-23 03:00:00
L02071,U0059,view_medicine,M006,2024-03-30 00:00:00
L02072,U0178,view_medicine,M003,2024-09-24 12:00:00
L02073,U0112,logout,,2024-07-13 03:00:00
L02074,U0008,view_medicine,M030,2024-09-17 20:00:00
L02075,U0184,logout,,2024-07-16 03:00:00
L02076,U0022,view_medicine,M018,2024-05-31 06:00:00
L02077,U0099,download_report,,2024-02-17 09:00:00
L02078,U0186,view_medicine,M030,2024-04-30 17:00:00
L02079,U0082,rate_medicine,M030,2024-11-28 07:00:00
L02080,U0131,search_disease,D010,2024-01-25 15:00:00
L02081,U0193,rate_medicine,M014,2024-10-08 20:00:00
L02082,U0081,predict_disease,D004,2024-06-07 13:00:00
L02083,U0174,download_report,,2024-02-20 01:00:00
L02084,U0188,view_medicine,M007,2024-01-09 14:00:00
L02085,U0047,login,,2024-01-02 11:00:00
L02086,U0191,rate_medicine,M011,2024-10-28 12:00:00
L02087,U0020,logout,,2024-06-18 00:00:00
L02088,U0111,view_medicine,M014,2024-12-08 12:00:00
L02089,U0069,login,,2024-02-17 02:00:00
L02090,U0166,view_medicine,M029,2024-07-20 11:00:00
L02091,U0023,rate_medicine,M028,2024-12-28 02:00:00
L02092,U0073,view_profile,,2024-01-01 14:00:00
L02093,U0026,download_report,,2024-07-23 19:00:00
L02094,U0159,rate_medicine,M025,2024-08-28 01:00:00
L02095,U0198,view_medicine,M012,2024-10-14 06:00:00
L02096,U0108,login,,2024-10-07 06:00:00
L02097,U0037,rate_medicine,M018,2024-07-12 17:00:00
L02098,U0041,login,,2024-07-17 19:00:00
L02099,U0004,logout,,2024-09-27 07:00:00
L02100,U0143,login,,2024-10-11 16:00:00
L02101,U0136,search_disease,D008,2024-12-15 21:00:00
L02102,U0158,logout,,2024-02-07 11:00:00
L02103,U0152,view_medicine,M012,2024-08-07 05:00:00
L02104,U0117,download_report,,2024-02-09 18:00:00
L02105,U0097,logout,,2024-01-12 22:00:00
L02106,U0033,view_profile,,2024-01-12 02:00:00
L02107,U0180,predict_disease,D007,2024-07-02 14:00:00
L02108,U0004,predict_disease,D007,2024-06-03 02:00:00
L02109,U0147,view_medicine,M025,2024-07-07 04:00:00
L02110,U0119,search_disease,D013,2024-07-03 10:00:00
L02111,U0031,download_report,,2024-08-23 15:00:00
L02112,U0075,logout,,2024-12-27 02:00:00
L02113,U0076,predict_disease,D008,2024-07-16 19:00:00
L02114,U0020,predict_disease,D013,2024-02-19 17:00:00
L02115,U0024,predict_disease,D005,2024-11-07 22:00:00
L02116,U0036,login,,2024-08-11 08:00:00
L02117,U0037,predict_disease,D003,2024-11-04 15:00:00
L02118,U0132,download_report,,2024-10-27 02:00:00
L02119,U0014,logout,,2024-12-28 08:00:00
L02120,U0069,download_report,,2024-03-08 03:00:00
L02121,U0175,download_report,,2024-05-30 11:00:00
L02122,U0012,logout,,2024-06-12 13:00:00
L02123,U0148,predict_disease,D001,2024-03-13 04:00:00
L02124,U0128,download_report,,2024-01-01 22:00:00
L02125,U0013,view_medicine,M024,2024-02-02 20:00:00
L02126,U0057,login,,2024-12-26 10:00:00
L02127,U0071,login,,2024-01-28 14:00:00
L02128,U0035,predict_disease,D004,2024-05-22 15:00:00
L02129,U0042,predict_disease,D009,2024-10-13 19:00:00
L02130,U0185,download_report,,2024-05-23 00:00:00
L02131,U0125,view_medicine,M003,2024-09-23 20:00:00
L02132,U0177,predict_disease,D003,2024-05-14 22:00:00
L02133,U0062,logout,,2024-02-16 04:00:00
L02134,U0019,login,,2024-07-18 17:00:00
L02135,U0002,download_report,,2024-09-03 02:00:00
L02136,U0090,view_medicine,M026,2024-10-14 20:00:00
L02137,U0030,view_medicine,M003,2024-10-21 11:00:00
L02138,U0046,view_medicine,M020,2024-08-25 03:00:00
L02139,U0048,search_disease,D006,2024-08-06 02:00:00
L02140,U0093,view_medicine,M024,2024-04-26 14:00:00
L02141,U0146,view_medicine,M027,2024-03-10 06:00:00
L02142,U0119,view_medicine,M002,2024-02-06 13:00:00
L02143,U0175,download_report,,2024-01-08 00:00:00
L02144,U0066,logout,,2024-12-24 20:00:00
L02145,U0130,search_disease,D015,2024-10-20 09:00:00
L02146,U0179,download_report,,2024-05-30 07:00:00
L02147,U0146,predict_disease,D013,2024-09-24 14:00:00
L02148,U0152,login,,2024-10-11 18:00:00
L02149,U0106,view_profile,,2024-06-25 04:00:00
L02150,U0121,rate_medicine,M009,2024-02-29 13:00:00
L02151,U0185,search_disease,D010,2024-09-20 04:00:00
L02152,U0052,logout,,2024-06-08 17:00:00
L02153,U0198,search_disease,D004,2024-02-06 01:00:00
L02154,U0012,rate_medicine,M011,2024-03-19 11:00:00
L02155,U0057,login,,2024-12-16 05:00:00
L02156,U0076,search_disease,D008,2024-04-19 23:00:00
L02157,U0113,download_report,,2024-05-11 16:00:00
L02158,U0087,view_profile,,2024-03-18 13:00:00
L02159,U0070,view_medicine,M013,2024-10-06 13:00:00
L02160,U0110,view_medicine,M024,2024-08-17 06:00:00
L02161,U0184,view_profile,,2024-05-08 09:00:00
L02162,U0141,view_profile,,2024-06-04 05:00:00
L02163,U0059,download_report,,2024-07-14 20:00:00
L02164,U0036,rate_medicine,M013,2024-10-03 01:00:00
L02165,U0086,download_report,,2024-01-28 14:00:00
L02166,U0071,logout,,2024-12-26 01:00:00
L02167,U0093,login,,2024-08-17 19:00:00
L02168,U0091,download_report,,2024-02-10 11:00:00
L02169,U0041,login,,2024-04-15 18:00:00
L02170,U0003,predict_disease,D012,2024-10-31 01:00:00
L02171,U0197,download_report,,2024-06-15 03:00:00
L02172,U0162,view_medicine,M016,2024-12-24 09:00:00
L02173,U0154,view_medicine,M022,2024-02-22 07:00:00
L02174,U0026,search_disease,D002,2024-08-24 16:00:00
L02175,U0025,login,,2024-11-03 21:00:00
L02176,U0085,view_medicine,M005,2024-05-31 22:00:00
L02177,U0175,logout,,2024-07-18 01:00:00
L02178,U0163,predict_disease,D003,2024-01-13 12:00:00
L02179,U0060,download_report,,2024-06-10 08:00:00
L02180,U0046,search_disease,D011,2024-01-01 02:00:00
L02181,U0113,predict_disease,D003,2024-06-09 18:00:00
L02182,U0016,download_report,,2024-01-06 05:00:00
L02183,U0195,login,,2024-12-24 01:00:00
L02184,U0029,search_disease,D006,2024-06-21 06:00:00
L02185,U0089,predict_disease,D015,2024-12-01 21:00:00
L02186,U0163,rate_medicine,M015,2024-11-12 10:00:00
L02187,U0073,view_medicine,M015,2024-01-23 15:00:00
L02188,U0114,search_disease,D013,2024-12-26 06:00:00
L02189,U0153,predict_disease,D008,2024-10-08 01:00:00
L02190,U0182,download_report,,2024-10-29 21:00:00
L02191,U0165,download_report,,2024-01-15 07:00:00
L02192,U0003,search_disease,D001,2024-07-20 09:00:00
L02193,U0078,view_profile,,2024-01-07 06:00:00
L02194,U0072,search_disease,D001,2024-06-27 04:00:00
L02195,U0055,view_medicine,M029,2024-08-07 01:00:00
L02196,U0019,rate_medicine,M003,2024-10-04 09:00:00
L02197,U0168,search_disease,D004,2024-06-21 19:00:00
L02198,U0092,predict_disease,D009,2024-06-26 07:00:00
L02199,U0176,download_report,,2024-10-17 10:00:00
L02200,U0093,predict_disease,D001,2024-07-17 02:00:00
L02201,U0105,view_medicine,M002,2024-09-06 18:00:00
L02202,U0005,view_medicine,M021,2024-07-22 18:00:00
L02203,U0141,login,,2024-01-31 02:00:00
L02204,U0184,login,,2024-08-12 15:00:00
L02205,U0200,rate_medicine,M002,2024-12-22 07:00:00
L02206,U0129,logout,,2024-05-16 22:00:00
L02207,U0056,predict_disease,D012,2024-12-05 06:00:00
L02208,U0149,rate_medicine,M010,2024-12-23 11:00:00
L02209,U0006,view_profile,,2024-01-02 12:00:00
L02210,U0118,logout,,2024-07-12 05:00:00
L02211,U0084,download_report,,2024-01-05 06:00:00
L02212,U0090,predict_disease,D011,2024-01-06 02:00:00
L02213,U0055,logout,,2024-07-13 10:00:00
L02214,U0101,rate_medicine,M005,2024-04-04 09:00:00
L02215,U0138,search_disease,D008,2024-05-10 05:00:00
L02216,U0048,view_medicine,M021,2024-12-04 18:00:00
L02217,U0057,predict_disease,D004,2024-06-06 10:00:00
L02218,U0004,search_disease,D002,2024-01-17 18:00:00
L02219,U0108,view_medicine,M021,2024-12-12 01:00:00
L02220,U0063,download_report,,2024-01-03 20:00:00
L02221,U0131,login,,2024-05-09 07:00:00
L02222,U0030,view_medicine,M005,2024-02-15 12:00:00
L02223,U0114,login,,2024-04-22 04:00:00
L02224,U0174,view_medicine,M010,2024-06-20 14:00:00
L02225,U0194,download_report,,2024-10-15 17:00:00
L02226,U0083,logout,,2024-10-16 05:00:00
L02227,U0152,search_disease,D003,2024-10-30 13:00:00
L02228,U0102,rate_medicine,M006,2024-01-24 07:00:00
L02229,U0108,view_profile,,2024-12-09 05:00:00
L02230,U0178,view_medicine,M029,2024-03-13 14:00:00
L02231,U0091,download_report,,2024-09-23 05:00:00
L02232,U0119,search_disease,D005,2024-08-25 00:00:00
L02233,U0114,predict_disease,D001,2024-02-28 02:00:00
L02234,U0042,download_report,,2024-04-25 22:00:00
L02235,U0049,view_medicine,M006,2024-08-08 22:00:00
L02236,U0166,predict_disease,D002,2024-11-07 23:00:00
L02237,U0091,predict_disease,D002,2024-09-25 03:00:00
L02238,U0186,logout,,2024-01-03 21:00:00
L02239,U0145,download_report,,2024-02-18 13:00:00
L02240,U0029,search_disease,D013,2024-09-14 13:00:00
L02241,U0138,view_profile,,2024-07-09 10:00:00
L02242,U0151,search_disease,D012,2024-06-09 18:00:00
L02243,U0177,logout,,2024-08-28 05:00:00
L02244,U0143,search_disease,D007,2024-09-21 01:00:00
L02245,U0198,view_medicine,M025,2024-06-22 07:00:00
L02246,U0137,logout,,2024-12-24 19:00:00
L02247,U0018,view_profile,,2024-10-07 12:00:00
L02248,U0149,predict_disease,D009,2024-09-02 05:00:00
L02249,U0080,rate_medicine,M011,2024-01-28 21:00:00
L02250,U0036,search_disease,D009,2024-03-27 23:00:00
L02251,U0042,logout,,2024-01-01 01:00:00
L02252,U0055,predict_disease,D009,2024-11-10 09:00:00
L02253,U0059,predict_disease,D011,2024-03-10 21:00:00
L02254,U0065,predict_disease,D001,2024-02-15 08:00:00
L02255,U0072,rate_medicine,M016,2024-12-01 06:00:00
L02256,U0192,predict_disease,D015,2024-09-25 23:00:00
L02257,U0108,search_disease,D002,2024-07-03 18:00:00
L02258,U0180,view_profile,,2024-01-06 21:00:00
L02259,U0161,predict_disease,D012,2024-01-07 04:00:00
L02260,U0054,view_medicine,M021,2024-01-26 08:00:00
L02261,U0034,predict_disease,D004,2024-03-07 22:00:00
L02262,U0128,logout,,2024-07-02 04:00:00
L02263,U0096,search_disease,D004,2024-04-09 01:00:00
L02264,U0024,predict_disease,D009,2024-08-01 10:00:00
L02265,U0065,view_medicine,M014,2024-07-21 06:00:00
L02266,U0015,view_medicine,M022,2024-06-25 22:00:00
L02267,U0113,view_profile,,2024-08-21 14:00:00
L02268,U0102,download_report,,2024-10-26 03:00:00
L02269,U0034,view_profile,,2024-02-06 21:00:00
L02270,U0042,view_medicine,M021,2024-11-02 02:00:00
L02271,U0175,login,,2024-12-17 23:00:00
L02272,U0077,search_disease,D008,2024-07-12 19:00:00
L02273,U0041,view_medicine,M028,2024-10-25 23:00:00
L02274,U0031,view_profile,,2024-01-15 08:00:00
L02275,U0190,view_profile,,2024-10-04 08:00:00
L02276,U0100,search_disease,D010,2024-07-19 05:00:00
L02277,U0021,predict_disease,D010,2024-04-13 03:00:00
L02278,U0125,login,,2024-01-08 16:00:00
L02279,U0104,view_medicine,M012,2024-10-12 11:00:00
L02280,U0101,login,,2024-08-23 01:00:00
L02281,U0060,login,,2024-12-24 12:00:00
L02282,U0147,predict_disease,D002,2024-09-19 12:00:00
L02283,U0093,download_report,,2024-01-31 09:00:00
L02284,U0196,rate_medicine,M025,2024-05-10 09:00:00
L02285,U0111,view_medicine,M015,2024-07-19 06:00:00
L02286,U0198,rate_medicine,M020,2024-04-06 22:00:00
L02287,U0146,view_profile,,2024-08-01 11:00:00
L02288,U0166,view_medicine,M010,2024-11-05 12:00:00
L02289,U0049,predict_disease,D008,2024-03-07 05:00:00
L02290,U0035,login,,2024-08-10 03:00:00
L02291,U0038,search_disease,D005,2024-05-10 06:00:00
L02292,U0171,login,,2024-03-11 23:00:00
L02293,U0168,download_report,,2024-10-11 22:00:00
L02294,U0069,download_report,,2024-12-10 04:00:00
L02295,U0132,search_disease,D011,2024-09-19 20:00:00
L02296,U0189,view_medicine,M018,2024-09-09 19:00:00
L02297,U0160,search_disease,D012,2024-07-27 04:00:00
L02298,U0186,view_profile,,2024-06-08 22:00:00
L02299,U0154,search_disease,D011,2024-10-19 21:00:00
L02300,U0068,login,,2024-04-22 06:00:00
L02301,U0062,download_report,,2024-03-09 23:00:00
L02302,U0048,rate_medicine,M015,2024-07-06 21:00:00
L02303,U0137,view_medicine,M012,2024-04-30 07:00:00
L02304,U0067,view_profile,,2024-04-13 01:00:00
L02305,U0020,view_profile,,2024-02-10 22:00:00
L02306,U0172,download_report,,2024-09-27 15:00:00
L02307,U0008,login,,2024-07-10 23:00:00
L02308,U0120,rate_medicine,M012,2024-07-18 22:00:00
L02309,U0085,rate_medicine,M016,2024-08-20 12:00:00
L02310,U0198,rate_medicine,M024,2024-11-21 10:00:00
L02311,U0093,view_profile,,2024-05-02 13:00:00
L02312,U0145,download_report,,2024-08-29 08:00:00
L02313,U0099,login,,2024-10-31 16:00:00
L02314,U0017,login,,2024-08-08 06:00:00
L02315,U0021,rate_medicine,M005,2024-03-31 10:00:00
L02316,U0006,rate_medicine,M012,2024-10-01 22:00:00
L02317,U0086,view_medicine,M019,2024-11-12 09:00:00
L02318,U0088,search_disease,D014,2024-04-04 12:00:00
L02319,U0096,predict_disease,D006,2024-10-21 12:00:00
L02320,U0078,login,,2024-08-16 05:00:00
L02321,U0062,search_disease,D014,2024-01-07 14:00:00
L02322,U0062,rate_medicine,M005,2024-07-07 22:00:00
L02323,U0047,search_disease,D005,2024-07-16 03:00:00
L02324,U0171,rate_medicine,M002,2024-05-15 20:00:00
L02325,U0064,view_profile,,2024-03-21 13:00:00
L02326,U0199,search_disease,D005,2024-06-11 09:00:00
L02327,U0184,view_profile,,2024-01-29 14:00:00
L02328,U0057,login,,2024-12-02 14:00:00
L02329,U0027,view_profile,,2024-12-14 00:00:00
L02330,U0166,view_medicine,M018,2024-12-17 23:00:00
L02331,U0136,search_disease,D008,2024-07-01 05:00:00
L02332,U0031,predict_disease,D015,2024-02-10 11:00:00
L02333,U0024,logout,,2024-10-12 08:00:00
L02334,U0041,download_report,,2024-04-17 11:00:00
L02335,U0046,rate_medicine,M024,2024-08-09 16:00:00
L02336,U0067,logout,,2024-05-16 21:00:00
L02337,U0013,logout,,2024-02-27 15:00:00
L02338,U0165,view_profile,,2024-03-24 20:00:00
L02339,U0136,view_medicine,M023,2024-07-29 10:00:00
L02340,U0114,predict_disease,D004,2024-08-24 14:00:00
L02341,U0111,predict_disease,D010,2024-07-23 21:00:00
L02342,U0105,download_report,,2024-04-06 06:00:00
L02343,U0001,logout,,2024-02-27 08:00:00
L02344,U0012,view_medicine,M021,2024-11-18 22:00:00
L02345,U0040,download_report,,2024-08-12 17:00:00
L02346,U0095,search_disease,D001,2024-06-15 20:00:00
L02347,U0007,view_medicine,M002,2024-03-18 15:00:00
L02348,U0033,predict_disease,D012,2024-02-03 09:00:00
L02349,U0119,predict_disease,D006,2024-12-05 06:00:00
L02350,U0007,search_disease,D007,2024-11-05 09:00:00
L02351,U0147,view_profile,,2024-12-20 03:00:00
L02352,U0196,view_profile,,2024-07-22 16:00:00
L02353,U0043,search_disease,D008,2024-01-18 06:00:00
L02354,U0097,search_disease,D004,2024-11-14 11:00:00
L02355,U0182,download_report,,2024-03-19 16:00:00
L02356,U0046,login,,2024-01-14 19:00:00
L02357,U0186,predict_disease,D010,2024-11-19 15:00:00
L02358,U0089,view_profile,,2024-03-06 23:00:00
L02359,U0158,download_report,,2024-06-29 21:00:00
L02360,U0061,view_profile,,2024-03-16 05:00:00
L02361,U0178,predict_disease,D011,2024-08-14 07:00:00
L02362,U0134,view_profile,,2024-11-04 19:00:00
L02363,U0074,predict_disease,D001,2024-07-05 15:00:00
L02364,U0091,view_profile,,2024-04-25 04:00:00
L02365,U0109,view_profile,,2024-08-06 02:00:00
L02366,U0009,download_report,,2024-08-28 12:00:00
L02367,U0013,search_disease,D015,2024-10-09 14:00:00
L02368,U0048,view_medicine,M017,2024-07-18 19:00:00
L02369,U0031,logout,,2024-09-15 05:00:00
L02370,U0098,view_profile,,2024-01-20 03:00:00
L02371,U0032,view_medicine,M016,2024-03-20 12:00:00
L02372,U0166,search_disease,D006,2024-10-10 07:00:00
L02373,U0023,predict_disease,D012,2024-09-09 21:00:00
L02374,U0182,login,,2024-05-14 17:00:00
L02375,U0104,rate_medicine,M025,2024-09-01 06:00:00
L02376,U0114,download_report,,2024-05-14 04:00:00
L02377,U0056,predict_disease,D004,2024-12-19 04:00:00
L02378,U0183,predict_disease,D003,2024-09-17 00:00:00
L02379,U0156,search_disease,D013,2024-05-29 08:00:00
L02380,U0144,predict_disease,D006,2024-12-09 23:00:00
L02381,U0171,predict_disease,D012,2024-12-16 20:00:00
L02382,U0188,predict_disease,D003,2024-06-30 12:00:00
L02383,U0047,view_medicine,M013,2024-11-12 10:00:00
L02384,U0096,view_profile,,2024-12-01 01:00:00
L02385,U0063,login,,2024-11-21 23:00:00
L02386,U0063,logout,,2024-02-04 20:00:00
L02387,U0015,search_disease,D009,2024-05-19 12:00:00
L02388,U0071,logout,,2024-02-23 07:00:00
L02389,U0172,view_medicine,M016,2024-06-10 07:00:00
L02390,U0032,rate_medicine,M025,2024-11-30 17:00:00
L02391,U0039,download_report,,2024-01-07 21:00:00
L02392,U0199,search_disease,D004,2024-07-16 05:00:00
L02393,U0170,login,,2024-01-30 16:00:00
L02394,U0103,rate_medicine,M022,2024-04-27 18:00:00
L02395,U0169,logout,,2024-07-06 12:00:00
L02396,U0188,search_disease,D006,2024-05-21 15:00:00
L02397,U0082,view_medicine,M012,2024-05-08 18:00:00
L02398,U0045,search_disease,D013,2024-11-16 21:00:00
L02399,U0023,search_disease,D006,2024-08-07 23:00:00
L02400,U0020,rate_medicine,M003,2024-10-16 21:00:00
L02401,U0085,download_report,,2024-08-07 08:00:00
L02402,U0172,view_medicine,M019,2024-02-16 18:00:00
L02403,U0152,login,,2024-04-18 18:00:00
L02404,U0116,download_report,,2024-10-07 15:00:00
L02405,U0048,download_report,,2024-01-31 15:00:00
L02406,U0036,view_medicine,M026,2024-01-10 08:00:00
L02407,U0041,predict_disease,D007,2024-12-07 00:00:00
L02408,U0167,search_disease,D010,2024-09-11 03:00:00
L02409,U0170,predict_disease,D012,2024-02-15 04:00:00
L02410,U0052,rate_medicine,M003,2024-10-19 07:00:00
L02411,U0159,login,,2024-07-25 14:00:00
L02412,U0104,logout,,2024-01-19 18:00:00
L02413,U0056,logout,,2024-02-07 05:00:00
L02414,U0126,login,,2024-09-04 07:00:00
L02415,U0155,search_disease,D013,2024-04-04 04:00:00
L02416,U0167,logout,,2024-07-18 21:00:00
L02417,U0087,view_medicine,M015,2024-12-22 18:00:00
L02418,U0167,logout,,2024-10-05 13:00:00
L02419,U0061,download_report,,2024-11-22 06:00:00
L02420,U0030,rate_medicine,M007,2024-11-04 02:00:00
L02421,U0085,login,,2024-06-07 06:00:00
L02422,U0173,view_medicine,M017,2024-10-23 20:00:00
L02423,U0047,download_report,,2024-04-29 03:00:00
L02424,U0041,predict_disease,D001,2024-03-02 18:00:00
L02425,U0007,search_disease,D006,2024-06-27 15:00:00
L02426,U0070,login,,2024-05-24 18:00:00
L02427,U0073,logout,,2024-09-02 00:00:00
L02428,U0036,view_medicine,M001,2024-08-03 17:00:00
L02429,U0102,logout,,2024-06-05 09:00:00
L02430,U0128,login,,2024-07-24 09:00:00
L02431,U0152,logout,,2024-08-18 09:00:00
L02432,U0052,search_disease,D007,2024-07-16 11:00:00
L02433,U0177,login,,2024-01-18 08:00:00
L02434,U0009,download_report,,2024-01-12 13:00:00
L02435,U0091,view_profile,,2024-06-10 22:00:00
L02436,U0121,view_profile,,2024-04-11 01:00:00
L02437,U0070,login,,2024-10-16 13:00:00
L02438,U0113,predict_disease,D008,2024-02-10 03:00:00
L02439,U0036,download_report,,2024-10-18 22:00:00
L02440,U0058,login,,2024-06-13 06:00:00
L02441,U0095,view_medicine,M023,2024-10-30 14:00:00
L02442,U0095,view_medicine,M006,2024-06-28 03:00:00
L02443,U0042,predict_disease,D009,2024-08-24 13:00:00
L02444,U0110,view_profile,,2024-06-02 07:00:00
L02445,U0081,search_disease,D014,2024-11-10 09:00:00
L02446,U0157,download_report,,2024-07-20 11:00:00
L02447,U0169,rate_medicine,M014,2024-08-10 07:00:00
L02448,U0193,rate_medicine,M011,2024-05-14 09:00:00
L02449,U0079,view_profile,,2024-12-29 08:00:00
L02450,U0079,search_disease,D013,2024-11-09 03:00:00
L02451,U0146,login,,2024-11-04 18:00:00
L02452,U0193,view_profile,,2024-11-07 07:00:00
L02453,U0149,rate_medicine,M009,2024-08-18 09:00:00
L02454,U0148,view_profile,,2024-05-18 13:00:00
L02455,U0135,rate_medicine,M001,2024-12-12 21:00:00
L02456,U0058,predict_disease,D003,2024-01-25 18:00:00
L02457,U0129,download_report,,2024-08-03 04:00:00
L02458,U0186,logout,,2024-04-21 18:00:00
L02459,U0064,rate_medicine,M004,2024-03-21 03:00:00
L02460,U0195,view_medicine,M029,2024-10-19 14:00:00
L02461,U0177,predict_disease,D001,2024-03-29 03:00:00
L02462,U0195,logout,,2024-01-23 15:00:00
L02463,U0078,download_report,,2024-09-22 11:00:00
L02464,U0074,view_profile,,2024-11-18 22:00:00
L02465,U0095,login,,2024-06-21 15:00:00
L02466,U0200,predict_disease,D014,2024-03-05 01:00:00
L02467,U0003,view_profile,,2024-01-22 09:00:00
L02468,U0111,rate_medicine,M019,2024-06-04 12:00:00
L02469,U0186,search_disease,D003,2024-11-08 07:00:00
L02470,U0008,view_medicine,M027,2024-03-13 23:00:00
L02471,U0028,download_report,,2024-03-10 03:00:00
L02472,U0188,view_profile,,2024-08-24 10:00:00
L02473,U0092,login,,2024-09-27 22:00:00
L02474,U0049,login,,2024-06-18 18:00:00
L02475,U0161,download_report,,2024-12-12 15:00:00
L02476,U0111,view_medicine,M018,2024-02-10 18:00:00
L02477,U0018,view_profile,,2024-05-13 22:00:00
L02478,U0142,download_report,,2024-06-01 06:00:00
L02479,U0084,rate_medicine,M023,2024-07-22 12:00:00
L02480,U0022,view_profile,,2024-02-07 07:00:00
L02481,U0013,download_report,,2024-04-14 09:00:00
L02482,U0105,predict_disease,D004,2024-03-21 21:00:00
L02483,U0064,predict_disease,D001,2024-04-09 09:00:00
L02484,U0075,logout,,2024-04-03 08:00:00
L02485,U0054,login,,2024-12-01 03:00:00
L02486,U0060,view_medicine,M010,2024-12-05 14:00:00
L02487,U0130,login,,2024-12-20 21:00:00
L02488,U0139,login,,2024-01-15 01:00:00
L02489,U0182,download_report,,2024-12-28 04:00:00
L02490,U0193,rate_medicine,M013,2024-10-25 01:00:00
L02491,U0168,predict_disease,D015,2024-02-15 20:00:00
L02492,U0113,logout,,2024-05-26 02:00:00
L02493,U0068,logout,,2024-04-06 01:00:00
L02494,U0082,rate_medicine,M007,2024-01-30 04:00:00
L02495,U0138,view_profile,,2024-07-06 01:00:00
L02496,U0144,predict_disease,D003,2024-11-08 08:00:00
L02497,U0101,login,,2024-06-22 05:00:00
L02498,U0193,logout,,2024-06-21 23:00:00
L02499,U0052,predict_disease,D004,2024-03-09 16:00:00
L02500,U0060,predict_disease,D010,2024-01-05 04:00:00
L02501,U0085,view_medicine,M005,2024-07-24 18:00:00
L02502,U0053,search_disease,D004,2024-01-06 07:00:00
L02503,U0051,view_medicine,M008,2024-05-09 13:00:00
L02504,U0113,logout,,2024-02-04 23:00:00
L02505,U0110,search_disease,D011,2024-08-21 11:00:00
L02506,U0110,view_medicine,M015,2024-03-13 15:00:00
L02507,U0193,download_report,,2024-06-10 07:00:00
L02508,U0072,view_medicine,M006,2024-11-24 11:00:00
L02509,U0015,view_profile,,2024-02-10 05:00:00
L02510,U0189,view_profile,,2024-10-24 17:00:00
L02511,U0125,rate_medicine,M027,2024-03-28 07:00:00
L02512,U0070,view_medicine,M007,2024-03-08 01:00:00
L02513,U0076,predict_disease,D009,2024-08-22 02:00:00
L02514,U0117,view_medicine,M003,2024-03-24 05:00:00
